review,sentiment
"Just finished watching this movie as it were playing on TV and I did'nt have anything else to do. Went right here to IMDb too look on the trivia page and happened to glance at the user comments. And what do I find? Every dumb idiot raises this movie to the sky! I would'nt even have written anything but when no one else takes the time to spread the word about this suck-ass movie I thought that I could.<br /><br />The acting sucked from pretty much everyone in the cast. The worst one was the guy playing Brian Wilson (think I got the name right) as he were overacting, especially when he was high. The rest was'nt as bad as him but no one was good neither. I ain't no expert on the beach boys though so cant really complain on the story that much.... except it sucked though. No motivation for any of the characters decisions most of the time but hey, maybe they were idiots in real life to. And what I found worst was that I thought it were going to be a movie about the beach boys, but you really only got a grip about a few of the characters. I hate when they do that in movies, same thing in the doors, even though I like that movie more. Don't have any energy left to write more... it sucked! don't buy or watch it!",negative
"This ""film,"" and I use that term loosely, reminds me of the first joke my daughter wrote, at eighteen months: ""P.U., stinky poopies!"" <br /><br />Like that joke, this movie can only appeal to the very young, the very immature, or the very stupid. <br /><br />That said, there are a few bright spots. <br /><br />The effects, where the majority of the reputed $100 million went, are kinetic and convincing -- I mean, as convincing as those kind of kinetic CGI effects can be. The CGI baby effects are not great, but I imagine those are very hard to do well... although for a hundred-million bucks, they could have been better!<br /><br />Moose, the dog from ""Frasier,"" phoned in his usual exemplary performance. Steven Wright did well with a small part. Alan Cummings was, well, Alan Cummings-as-villain, which we've seen before, and Bob Hoskins as Odin was unrecognizable, but enjoyable. <br /><br />The actress playing Mrs. Avery was cute-as-a-button, as you'd expect, and Jamie Kennedy stunk, as you'd expect. His best role so far was in the Scream trilogy (not to be confused with the Lord of the Rings trilogy), and in Three Kings. He should stick, perhaps, to more subtle forms of comedy. Jim Carrey, he ain't.<br /><br />The writing and direction were, if anything, worse than Kennedy's performance. I semi-remember one clever (though seven-year-old clever) line that I wish someone would quote accurately for the ""Memorable Quotes"" section. Something about Avery's proposed costume being the ""crappiest crap in Craptown,"" it was a second-grade joke, but sort of funny in context.<br /><br />Over all, since there's nothing lower than a ""one,"" I give this film a ""one.""",negative
"Look,I'm reading and reading this comments and there's a lot of it that I wanna say but I will try to make it short but clean...<br /><br />First of all, lets forget all of the things how bad this movie was made...How it didn't show anything of Notorious and I agree with the most people here saying that it was ""Hollywood"", I mean, what did you expect a real life story? When will people wake up and see that u will never ever find the real truth about 2pac and Biggie... Its all covered up and buried deep down.<br /><br />Second, I'm not against neither 2pac or Biggie I love them both but 2pac and Lil Kim DID get embarrassed in this movie for sure...<br /><br />Next, for all of ya that are saying that the movie is awesome and cant see the truth, either u are too blind too see it because u think u know something about BIG or you don't know anything about him at all and u love this Hollywood teenage movies. Use your mind and see though the clouds... There is a lot of it you could say when it gets to this topic, I did not say 60% of what I have to say because its a very wide topic but for the movie I can only say that it could have been a little bit, I mean a much better done. But anyways I'm just some person giving her opinion....No hard feelings...<br /><br />Look, I love hip hop and I live for it but after seeing this movie every person with a little intelligence could see that this is not how someone is suppose to live. With all do respect for 2pac and BIG, like all the other artists who are making for a living like this should turn the other page because u are ruining the youth....Bringing the wrong message to the children and that is: not going to school but living from the streets, hustling and just grabbing for the paper....<br /><br />The true hip hop is suppose to be about love and intelligence, be smart and all.<br /><br />OK I know that many of you will think that I'm crazy, but this is just my point of view. Look I am maybe wrong about something and Im not saying this is a completely bad movie because even if I'm in hip hop for 17, 18 years I still don't know anything bout 2pac or Biggie no matter how many articles I read or how much I support them and listen to their music...Like most of you all out there. Only people who were really close to them and the killers know the truth behind all this.<br /><br />And for the end I just wanna say for all of ya Biggie and Tupac fans and family, this two men were and will be the greatest of all time, no matter how they lived their lives but PLEASE IN THE FUTURE TRY TO BE BETTER, LEARN AND LOVE EACH OTHER, THINK GOOD EVEN FOR THE ONES THAT Don't LIKE YOU, BECAUSE AT THE END...ITS NOT ABOUT HOW MANY MONEY OR FAME U COULD GET AND HOW FAST U COULD GET TO THE TOP, ITS ABOUT ACCOMPLISHING YOUR SELF TO THE FULLEST AND FEEDING YOUR SOUL, YOUR BODY AND MIND...BECAUSE IF U MANAGE TO DO THAT, YOU WILL BE LIVING A LIFE EVEN AFTER DEATH!!!! PEACE AND LOVE TO YA ALL!!!! RIP BIGGIE,2PAC,AALIYAH,LEFT EYE,JAM MASTER JAY AND THE OTHERS WHO MAKE A CHANGE IN THIS WORLD!!!!",negative
"We stumbled upon the documentary, Grey Gardens, last Sunday and got ""sucked in"" without warning. Everyone who entered the room became transfixed on the television and the haunting images of Edith and Edie who seemed to be living out their lives in practically one room of a large filthy mansion on the beach, eating ice cream and corn on the cob (which was cooked on the bedside table)--and the cat urinating on edith's bed and her unbelievable words, ""i thrive on it [the smell]."" We had not seen the beginning and wondered what we were watching and how these aristocratic women managed to get in the position they were in. Spellbinding! a must see!!!!",positive
"Water shows the plight of Indian widows in the late 1930s, says in the end that the problem still exists largely by giving statistics in the end, refers to Gandhi several times in the movie before finally having a scene depicting him and does nothing extra ordinarily innovative or new in the movie. Yes, the cinematography is pretty impressive but that cannot be the soul of any movie for me. <br /><br />India has had several problems like many other nations but it has got rid of many of these problems at large. What if a movie is made on racism in America in a particular year which ends with 'x number of Americans still experience racism today'. <br /><br />a) How would it be relevant, and, b) How would it be some thing so extra ordinary being depicted in cinema.<br /><br />A view I read from a Deepa Mehta interview was that this movie is being interpreted as a voice for the marginalised every where. From reviews I read every where, the common thing I am hearing is how the director did a great job and was brave in bringing a problem to the world. The movie is more about a specific problem a society faced (and has got rid of through reforms at large). <br /><br />I do not see any thing earth shattering about the movie. Moreover, the movie lacked soul and shifted between the plots of Chuiyya and Kalyani. Sarala, the young Sri Lankan actress, portrayed the role of Chuiyya superbly and that was the only thing which impressed me about the movie, sadly.",negative
"Deaf secretary Carla (Emmanuelle Devos) is bullied by her mean spirited male colleagues.<br /><br />When they suggest she needs an assistant it seems like the final insult, but, when the first applicant is ex-con Paul (Vincent Cassel) she seizes the chance to change her life.<br /><br />Carla covers his mistakes and he, anxious to go straight, reluctantly helps her to take revenge on her colleagues.<br /><br />When Paul asks Carla to return the favor, she finds herself drawn into the criminal underworld, ruled by ruthless lone shark Marchand (Olivier Gourmet).<br /><br />Recognizing her ability to lip-read as a weapon no one will have bargained for, the two set out to see justice done.<br /><br />French filmmaker Jacques Audiard's third feature ""Read My Lips"" is a genre-defying piece, switching from dark social comedy to visceral full-throttle thriller.",positive
"I went to see this film over Matchstick Men, in fact buying the tickets to Matchstick Men and going to the other, because it looked like a fun movie with action, romance, thrills, jungles, and exotic locations. They had all that but so do a lot of movies with a conception of story.<br /><br />All I can say is WHY WHY WHY WHY did they not just make it a straight narrative instead of some sappy flashback story.<br /><br />Here is all the movies from what I've seen the film was derived from: Of course, Indiana Jones and Romancing the Stone, but also True Lies, Proof of Life, that old 80s Tom Selleck movie, Bananas (Woody Allen), and Hero (from the use of digital extras).<br /><br />PS the only scene in the movie that was cool is when the central character finds her room blown up.",negative
"This is not an entirely bad movie. The plot (new house built next door seems to be haunted) is not bad, the mood is creepy enough, and the acting is okay. The big problem I had is that, being familiar with Lara Flynn Boyle (from Twin Peaks and other shows), I couldn't get over how different she looks with her apparently new, big lips. I kept staring at them. They look so out of place on her face! They make her look completely different (and not better).<br /><br />Mark-Paul Gosselaar, the actor who plays Kim the architect who designs and pours his heart and soul into the house, does a fine job. And Lara (as Col) is also quite good (but those lips!) as the owner of the house next door. Her husband, Walker (Colin Ferguson) is appropriately wooden. The various characters who live in the house were also fine. I particularly liked Pie (Charlotte Sullivan) and her husband, Buddy (Stephen Amell), the first people to move into the house. The attempt to involve us in the overall neighborhood vibe fails, unfortunately, as the other neighbors are not particularly likable.<br /><br />For some reason the director was unable to make the ""haunted"" house particularly ominous. Other movies (such as Amityville Horror, The Legend of Hell House) manage to achieve that spooky feel, but it just doesn't happen here. The closest is when Col paints a depiction of the house.<br /><br />Another thing that didn't work for me is the plot twist that occurs with Kim, the architect. Initially, he appears to be a victim of the house like the others (it has sucked him dry of inspiration), but later he seems to have joined forces with it in evil.<br /><br />Overall, not a bad movie for horror fans if you can take your eyes off those big lips!",negative
"This film is absolutely horrific. One of the worst movies I've ever seen. The story does nearly not exist, the characters are full of stereotypes and the Special-FX only make you laugh. The only remarkable thing about this movie is the guest appearance of the Rapper Coolio as some kind of police officer.<br /><br />If this film was supposed to be a comedy I didn't quite get the point. If you want to watch this movie: please get yourself drunk first and then prepare for some good laughs...especially when the first Special-FX appear on the screen.<br /><br />But if you like trash movies made on the cheap: this film is a must-see for you.",negative
"This stupid, anti-environment wannabe ""Jaws"" is sad, pathetic, boring, poorly dubbed, and stupid. There is nothing redeeming about it.<br /><br />Plot follows some shark/octopus creature-thingy that appears off the coast of Florida and kills some people (including a boring, stupid couple with a whiny wife and a silent husband who stabs himself with a fork for some reason). His ascent to the surface is always represented by a vague sideshot of something bumpy over and over. It makes no sense, it's horribly boring, and it's conspiracy plot sucks.<br /><br />There are moments of camp that cannot be ignored: the same shot of the boat of the couple of the opening sequence THREE TIMES; the doctor slamming a dying patient's chest twenty times with a difibulator without stopping, even though he's clearly dead; the porno-esque soundtrack; the shot of the couple making love on the beach, with three different thems (""That us is getting ahead of us!"") doing this; the ancient computer that sounds like Kermit the Frog; a beer-guzzling scientist screaming ""I know!"" a la Dr. Smith; the list goes on and on.<br /><br />Oh, and everyone drinks at least thirty bears in the course of the movie (much noticed by Mike and the 'Bots) . . .<br /><br />The MST3K version is their best episode, but it's certainly better than the movie itself. ""This is how I like to go fishing, guys . . . with a flashlight and a flamethrower . . ."" - Crow<br /><br />One star for ""Devil Fish""; seven for the MST3K version<br /><br />",negative
"I agree with the other comments. I saw this movie years ago. Christopher Plummer is hilarious as a dandy. The ribaldry is unsurpassed. If this comes out on video, I will definitely buy it.",positive
"This week, I just thought it would be fun to catch up with Corey Haim, with just having seen the two ""Lost Boys"" films last week and all. Not that I'm a fan-boy - not by far - but I did like those two Coreys in some films back in my early teen days.<br /><br />So, I prepared myself for three films starring him. Unfortunately, I picked ""Dream Machine"" as a first (never seen it before), and it was so godawfully horrible, I just decided to lock Corey back in my closet and let him sober up again first, before I pop in something else of his. But I managed to struggle my way through this film first. I had the impression it desperately wanted to play in the same league as ""Ferris Bueller's Day Off"" (1986) but got caught up in its own delusions. Practically the whole film it wants to be a comedy and near the end it hopelessly tries to be a thriller. The only good thing about ""Dream Machine"" is the premise: A dead body in the trunk of a Porsche. All the rest fails so badly, it's embarrassing. Even the most for Haim. I can dig him being his young, enthusiastic self, but at least when he comes with some form of directorial guidelines. This clearly wasn't the case in ""Dream Machine"". So, we have a perfect car, yes, that black Porsche. Haim's perfect girlfriend? Just a blonde chick who hardly has any lines in the film. The perfect murder... almost? Some dude that falls flat on his ass as the villain of the film, trying the whole movie to steal the body back out of the trunk, never really succeeds, and then at the end of the film thinks he's Michael Myers (minus the white William Shatner mask) and mistakes Corey Haim for Jamie Lee Curtis. Don't think they could have made this flick any lamer if they tried. A stupid, unfunny film with a story that leads to nowhere directed by a director that doesn't know how to direct his cast. Great accomplishment!<br /><br />One last question for Mr. Haim: Who's idea was it to have you smile directly into the camera in that last shot of the movie? Yours or the director's? So not done.",negative
"This movie can be labeled as a study case. It's not just the fact that it denotes an unhealthy and non-artistic lust for anything that might be termed as caco-imagery. The author lives with the impression that his sanctimonious revolt against some generic and childishly termed social ills (""Moldavia is the most pauper region of Europe"", ""I don't believe one iota in the birds flu"", ""Romanian people steal because they are poor; Europeans steal because they are thieves"") are more or less close to a responsible moral and artistic attitude - but he is sorely off-target! <br /><br />What Daneliuc doesn't know, is that it's not enough to pose as a righteous person - you also need a modicum of professionalism, talent and intelligence to transpose this stance into an artistic product. Fatefully, ""The Foreign Legion"" shows as much acumen as a family video with Uncle Gogu drunkenly wetting himself in front of the guests. The script is chaotic and incoherent, randomly bustling together sundry half-subjects, in an illiterate attempt to suggest some kind of a story. The direction is pathetically dilettante - the so-called ""director"" is unable to build up at least a mediocre mise-en-scene, his shots are annoyingly awkward, and any sense of storytelling shines by total absence. (Of course, any comment is forced to stop at this level; it would be ridiculous to mention concepts as ""cinematographic language"", ""means of expression"" or ""style""). The acting is positively ""Cântarea României"" (""Romania's Chant"") level, with the exception of... paradoxically, the soccer goal-keeper Necula Raducanu, who is very natural, and Nicodim Ungureanu. Oana Piecnita seems to have a genuine freshness, but she is compromised by the amateurish directions given by Daneliuc.<br /><br />The most serious side of this offense to decent cinema is the fact that the production received a hefty financing from the national budget, via C.N.C. (the National Cinematography Council). The fact that long-time-dead old dinosaurs like Daneliuc are still thirsty for the government udder is understandable (in a market-driven economy, they would be instantly eliminated through natural selection). But the corruption of the so-called ""jury"" that squanders the country's money on such ridiculously scabrous non-art, non-cinema and non-culture belongs to the criminal field.",negative
"One of my favorites non-MGM musicals, it's a classic!> Rita Hayworth is in top form, her beauty leaps out of the screen. Gene Kelly shows off his dancing skills and introduces to musicals his edgy and innovative choreography that eventually would change the way musicals are choreograph. Phil Silvers is the perfect second bananas, and Eve Arden injects this movie with a lot of class.<br /><br /> The structure is so theatrical that one has to wonder why, in this era where major Broadway shows come from the movies, Cover Girl hasn't been adapted to theatre.",positive
"This is a trio of tales, ""Shakti"", ""Devi"", and ""Kali"", about an experimental commune (or some such thing) called the Taylor-Eriksson group, which took people on journeys inside themselves and into the realm of the unknown, and left a bit of damage here and there, I'd say. Many years later some of that damage is still lurking and waiting for the right moment to show itself. Shakti tells the tale of a woman whose husband died mysteriously, in fact, he was torn apart, and the suspect was a man that may not have existed. Seems this woman is able to project some inner demon, or so finds out the sister of the man who was killed when she attempts to talk to this woman while posing as a reporter. Devi tells the tale of a young man who wants to ""jump out of his skin"". He's a skinhead, a speed freak, and is sent to see a psychiatrist who just happens to be a former member of this commune, which results in the good doctor helping the young man to realize his desire. This is probably the best of the three segments. Kali tells the tale of a healer, who attempts to ""heal"" this woman who was a part of this commune and lets loose some kind of demon that has lived in this woman, but one wonders if he did it or if SHE loosed it because it could not survive in her any longer. All three of these tales are pretty creepy and suspenseful because you're never really sure what to expect, and the premise and the settings are so unlike those of conventional horror films that it adds to the strangeness. This has a sort of low-budget look and feel to it but it also manages to conjure up a pretty creepy atmosphere throughout, much to its credit. I watched this with my mouth hanging open a good portion of the time and when the real scares (and gore) came it hit pretty hard. I found this to be a very interesting and disturbing film and liked it a lot. A good little find, this one, I'd give it 8 out of 10.",positive
"This movie was not only disappointing to the horror/suspense film lover, it was disappointing to anyone who sees it. WoW. I thought that this film might be funny because the guy with the huge head. However, it was filled with long and drawn out conversation that wasn't needed. There was so much sex that I hate women and men now. This film was not only boring, but there was no substance. Wow. Wow. On to of all this, each scene looks like it was light from a single light bulb, and I think they used the same set for two different lawyers, a restaurant, and an airport. This movie is not for the movie lover who loves bad movies because in the end, it feels likes wasted time. See the movie!<br /><br />-party",negative
"I think Lion King 1 1/2 is one of the best sequels ever as if not the best out of the three Lion King movies! In the movie Timon and Pumbaa tell us where they came from and having trouble fitting in with others such as Timon having trouble digging tunnels with other Meercats! Timon and Pumbaa journey off into finding their dream place and find it and soon find it and also Simba who they raise but soon they must choose between their dream place or helping Simba face his evil Uncle Scar and proclaim his right as the Lion King of Pride Rock! Filled with wonderful new characters like Timon's Ma(Julie Kavner) and Uncle Max (Jerry Stiller). I think my favorite character was Uncle Max because he was very funney and was voiced by a funney comedian Jerry Stiller the father of Ben Stiller. Disney was smart to cast Stiller in that role! Filled with wonderful characters, animation, and story and music Lion King 1 1/2 is in my opinion the best of any sequel and better than Simba's Pride even though I will admit I really did like that one too! Lion King 1 1/2 is a great Disney sequel the whole family can enjoy! It's got a good story and is very funney! 10 out of 10!",positive
"This movie is simply far too long, far too repetitive, with the male nudity and sexuality being (as this is said as a gay with my own collection of adult titles) far too gratuitous and unnecessary. Much of the first third of the movie could have been cut down to ten minutes and been equally as effective without trying the patience (and stamina) of an audience.<br /><br />I saw this movie on an early Saturday afternoon, with a film festival audience; the type of crowd that tends to be more adventuresome, interested in more experimental or atypical films, such as one without much dialog, shorts, foreign films. The near sell out crowd in an approximate 275 seat theater started to dribble out within the first half of the movie and while the great majority did stay for the ""pay off"" (which never actually arrived), I have never, in about 14 years of attending any number of film festivals, experimental, gay and otherwise, seen such a large number of people walk away from a film. <br /><br />This movie could easily have been cut down by more than half and been as effective as it was. It also could have gone in different directions, still with a shorter running time, and been far more effective.<br /><br />As it currently exists, this is not something that one can readily recommend or one I would have any desire to watch again.",negative
"After dipping his toes in the giallo pool with the masterful film ""The Strange Vice of Mrs. Wardh"" (1971), director Sergio Martino followed up that same year with what turns out to be another twisty suspense thriller, ""The Case of the Scorpion's Tail."" Like his earlier effort, this one stars handsome macho dude George Hilton, who would go on to star in Martino's Satanic/giallo hybrid ""All the Colors of the Dark"" the following year. ""Scorpion's Tail"" also features the actors Luigi Pistilli and Anita Strindberg, who would go on to portray an unhappy couple (to put it mildly!) in Martino's ""Your Vice Is a Locked Room and Only I Have the Key"" (1972). (I just love that title!) I suppose Edwige Fenech was busy the month they shot this! Anyway, this film boasts the stylish direction that Martino fans would expect, as well as a twisty plot, some finely done murder set pieces, and beautiful Athenian location shooting. The story this time concerns an insurance investigator (Hilton) and a journalist (Strindberg, here looking like Farrah Fawcett's prettier, smarter sister) who become embroiled in a series of grisly murders following a plane crash and the inheritance of $1 million by a beautiful widow. I really thought I had this picture figured out halfway through, but I was dead wrong. Although the plot does make perfect sense in this giallo, I may have to watch the film again to fully appreciate all its subtleties. Highlights of the picture, for me, were Anita's cat-and-mouse struggle with the killer at the end, a particularly suspenseful house break-in, and a nifty fight atop a tiled roof; lots of good action bursts in this movie! The fine folks at No Shame are to be thanked for still another great-looking DVD, with nice subtitling and interesting extras. Whotta great outfit it's turned out to be, in its ongoing quest to bring these lost Italian gems back from oblivion.",positive
Alexander Nevsky is rightfully held up as a cinematic masterpiece. It has however aged very badly. People decide not to mention this and talk about the great battles and the great music. The sound effects may have been good then but apart from the foreboding organ all the sounds are risible. I may be shot by film buffs for this but i'm sure the modern viewer of Alexander Nevsky will agree that the blatant propaganda and the appalling music to detract from the film. I gave this film 10/10 because it is undeniably a master piece. It does have its great bits however. The costumes of the Teutonic knights are superb and the battle scenes are fairly good for the time.It is however a master piece that is showing it's age.,positive
"Misguided, miscast, murky, interminable lunacy given the high-gloss MGM A-budget treatment. Kate Hepburn plays a bride who comes to suspect her rich, handsome husband (Robert Taylor)is not the dreamboat she married but a psychotic killer. MGM's attempt at a Hitchcockian thriller is doomed from the start by a turgid, muddled, ludicrous script, and the idiotic casting of Hepburn as a jeopardized woman fearing for her life (who could ever imagine Hepburn afraid of anything?) Louis B. Mayer forgot to tell Vincent Minnelli he was directing a thriller, not a musical. Taylor is embarrassing. Only Robert Mitchum, also cast-against-type as a good guy, retains his dignity in a quiet, low-keyed performance. Karl Freund's ravishing cinematography creates images of eerie beauty--and was wasted on the wrong film. End result: Metro's ""Parnell"" of the 1940s.",negative
"In this TV special Jon is the one who needs a life. The highlight of his day is counting the tiles on the ceiling and rearranging his sock drawer. Not content with this forever, Jon takes Garfield to a self help group in order to meet people. How many people will be interested in a loner 20-something who's best friend is a cat?<br /><br />After several failed attempts at getting a girl, including one cringeworthy dance scene that rivals David Brents' fusion of Flashdance and MC Hammer in The Office (Disco's dead?, says Jon), he is more than shocked to find a cute girl who is as much as a jerk as himself. <br /><br />Naturally, they get on but Garfield is worried that John will forget about him and prefer having kids to a cat. Fortunately Jon's new girlfriend is allergic to cats. <br /><br />With slicker animation than past TV specials, this feels like a longer episode of Garfield and Friends.",positive
"Without a doubt this is one of the worst films I've ever wasted money on! The plot is, erm sorry, did I say there was a plot? The scariest moment was when..., nope can't think of one! The best special effect that had me hiding under the bed covers was..., nope can't think of one for that either. You knew who the killer was right from the start. There was nothing scary about the whole movie, in fact the only two vaguely interesting bits were when you saw the kid sister, Misty, in the shower and when you saw Nurse Toppan take her top off. This film should only be watched to get an idea of how NOT to make a horror movie!!!",negative
"At least if you're a Disney fanatic (well, of the variety who loves their live-action films as well as the animated stuff), if you're a kid, if you're a kid at heart almost to the extent that you hardly realize you're an adult, if you love absolutely any film that features animals, especially when they're doing tricks, or if you're just not too demanding, Air Bud: World Pup is somewhat enjoyable to watch. I'm a Disney fanatic. I enjoyed this film enough, and I'll gladly watch it again.<br /><br />But boy does it have a lot of problems. The main flaw arises from a combination of too many characters, too many plot threads and not enough time to take care of them all. In the space of 82 minutes, we've got adults getting married, teens falling in love and trying not to be awkward at it, teen competition for love and jealousy, preteens playing spy games, dogs falling in love, dogs playing soccer, dogs having puppies, manipulative parents who'll do anything to make their kids win being taught a lesson by their kids, housekeeper dilemmas, and crooks cooking up and executing elaborate plots. I'm probably forgetting something, but that's 10 big plot issues to be dealt with, with less than 10 minutes per thread to deal with them, and presumably weave them into a coherent whole that's both not too complicated--this is a kids' film, after all--and that's also humorous and heartwarming. Not surprisingly, director Bill Bannerman, on his first turn being completely in charge (he has a lot of previous second unit experience), wasn't quite up to the task. I'm sure it didn't help that there were at least three screenwriters involved, and probably dictating producers, as well.<br /><br />The end result is that Air Bud: World Pup is extremely choppy. Events occur with little justification, and worse, often little explanation. People figure out and do things primarily because they need to--and fast--so that everything can arrive where it needs to arrive in less than 90 minutes. From one cut to the next, time might jump ahead six months or so. We have both adults who seem like maybe they're mentally disabled and kids who just intuitively figure out what a dog is thinking and rush into some unexpected action. Some of the threads should have simply been removed, because it's difficult to become too engaged in the film when as soon as you're introduced to an idea, it's already passed you by.<br /><br />Also not helping is the fact that one of the threads is basically a rip-off of One Hundred and One Dalmatians (1961), minus a Cruella De Vil character. And another problem is that given the way the film is edited, I have to assume that the dog, Air Bud, probably couldn't do much with the soccer ball. Unlike the first two films, a dog playing a sport is almost an afterthought here, and when we see him, it's in very quick glimpses; every once in a while, these snippets appear to be even aided by computer animation.<br /><br />Yet, for someone like me, there's a cheesy charm to Air Bud: World Pup. The script and performances often teeter between ridiculous, hokey and kinda clichéd. I tend to like that combination. It makes the film both a bit predictable and subtly bizarre. And at times, like the ending, when the film completely abandons consistency and basically becomes a commercial for the U.S. Women's Soccer Team, Air Bud: World Pup is so blatantly tacky that you can't help but love it.",negative
"039: Anna Christie (1930) - released 2/21/1930; viewed 3/10/06 <br /><br />On October 24, 1929: Black Thursday, the stock market crashes. Now the country and indeed the world will look to Hollywood for escape from the worldwide Great Depression.<br /><br />BIRTHS: Anne Frank, June Carter, Yasser Arafat, Bob Newhart, Barbara Walters, Doris Roberts, Ed Asner, Dick Clark, Roy E. Disney, Gene Hackman.<br /><br />DOUG: At long last, our Odyssey resumes in earnest with Greta Garbo's first sound film, a simple character study called Anna Christie. An excellent performance from Ms. Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them. How odd). One thing I noticed over and over was the way the Swedish accent sounds, like replacing the letter J with a Y sound. Anna ends up being the only character I liked; I didn't really care for her estranged father or her would-be suitor. It looks like the sound-recording systems are getting better (nobody leaning in to talk into the mystery-can), but the camera still isn't moving. We'll be sure to watch for that to change as our odyssey continues.<br /><br />KEVIN: Our first film of the 1930's is the first sound film of silent starlet Greta Garbo, Anna Christie. This is a very simple movie, with only about five different locations where we spend long stretches of the film's 89 minute running time, often with a static camera. It was great to see Marie Dressler in sound as well, and quite hilarious as what we hear is an endless chain of heartfelt yet inebriated slurs. I very much enjoyed Garbo's performance, as she sustains the film through even the most meandering moments. I didn't really like George Marion or Charles Bickford, maybe because I wasn't sympathetic to either of them, so I was relieved and excited when Anna finally stands up for herself and shows them that she doesn't ""belong"" to either her estranged father or her muscle-bound Irish boyfriend. It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.<br /><br />Last film viewed: Speedy (1928). Last film chronologically: The Love Parade (1929). Next film: The Blue Angel (1930).",positive
"My first Ichikawa in many years, and the first of his war films that I've seen, this was gripping and brutal from the very get-go. In the very first scene, nominal hero Tamura is told that he can't continue on with his unit, to which he has returned from the hospital. He apparently has TB  but he is not sick enough for the hospital to take him given the quantity of war-wounded they have. But his old unit won't take him back either; his CO gives him a grenade, and tells him that if he feels truly hopeless to blow himself upit's the honorable thing to do.<br /><br />The Phillipines, 1945, and the situation really does seem hopeless, for PFC Tamura and everyone else. Nobi is an odyssey through hell, or rather hells  denuded forests, dead rocky plains, and the dead and dying Japanese soldiers hoping just for an end, through peace or death. Ichikawa's film is photographed in stunning B&W scope which serves to highlight both the desolation felt by Tamura and those he meets on his journey towards his doom, and to show how truly small and naked they all are amidst the immensity of the mountains and the forests.this small affair of humans will end soon, the earth seems to be saying, but I will survive and barely notice it.<br /><br />Tamura travels back towards the hospital, but is (not surprisingly) rejected there, and spends the rest of the film trying to stay alive, stay human, and get out of danger. He doesn't manage to do very well on any account, slowly starving and eventually committing some fairly repellent acts. Eventually he hooks up with two other desperate men who have lost, or survived their units, and have resorted to cannibalismand in his weakened state facing other armed men, finds that the only way to live is to break with everything that he believes in.<br /><br />Ichikawa's film is as brutal, uncompromising and intense as any war film I've seen. There are moments of humor and tenderness, but they are fleeting and don't stick in the memory such as the scene with the man on the mountaintop who practically begs Tamura to eat his fleshthe recurring black-comic bit with Tamura exchanging his ragged shoes for the better leathers of a fallen comrade.the degradations that humans will endure to survive.the truth that this is any war, all wars, all mankind as long as we continue thus. A masterpiece that I probably won't watch again for a long, long time. Watched via the beautiful Criterion Collection DVD.",positive
"Please do not go see this. I did have several laughs throughout this movie, but they were all due to unintentional comedy.<br /><br />There were only three characters in this movie, so it was amazing how bad the character development was. Pacino played Pacino again and was aggravating most of the time. The scenes in this movie seem like they were put together from 20 other bad movies by a really poor editor. There is no continuity and I found myself wondering why I didn't leave 15 minutes into this.<br /><br />I would suggest never seeing a movie directed by D.J. Caruso. This really was awful.",negative
"I followed this entire series when I was a child in grade school, by choice, not because it was required for school. I used to read the plays at the pace of the series. The experience gave me a life-long love for Shakespeare and history. It even gave me a bit of an acting bug, although at an amateur level only. Whenever I read any of Shakespeare's history plays, the images that come to mind first are from this black and white production, seen on a big ""furniture"" TV set with a rabbit ear antenna, with all the ""ghosts"" and wobbles that go with that.<br /><br />Although the sets were minimal, if I remember correctly, that was totally irrelevant because the acting was so good. At the time I had no idea who any of the actors were. Now I see that many of them have become well known over the years. I particularly enjoyed Hotspur and Hal, whom I now see were played by Sean Connery and Robert Hardy. I would dearly love to see this available in video, especially since many of the plays are seldom performed and even fewer are available on video. It would be valuable also as a document of mid-20th century televised play production.",positive
